id,avg_payment_ratio,total_bill_amt,total_pay_amt,default_history,credit_utilization
25458,0.47,11681.0,8306.0,1.0,0.15
25459,0.04,892927.0,41033.5,0.0,5.25
25460,,22943.0,16104.0,1.0,0.1
25461,0.06,167462.0,6641.0,1.0,5.58
25462,0.04,384395.0,14078.0,0.0,3.2
25463,0.03,94374.0,2597.0,0.0,1.89
25464,0.19,43703.0,3898.0,0.0,4.37
25465,0.04,202223.0,8859.0,0.0,2.53
25466,0.05,277819.0,15000.0,0.0,1.63
25467,,0.0,307.0,1.0,0.0
25468,0.07,154779.0,6375.0,1.0,1.41
25469,0.14,111567.0,12000.0,0.0,0.53
25470,0.06,462000.0,17000.0,0.0,3.08
25471,0.88,92525.0,77325.0,0.0,0.46
25472,0.05,888329.0,34817.5,1.0,6.35
25473,0.04,255561.0,10250.0,1.0,3.19
25474,0.11,818538.0,40203.5,0.0,3.41
25475,0.06,229188.0,15412.5,0.0,4.58
25476,0.04,257284.0,11652.0,0.0,3.22
25477,0.02,95133.0,1000.0,0.0,1.36
25478,,32637.0,11675.0,0.0,0.65
25479,1.09,98614.0,33326.0,0.0,0.55
25480,0.05,629693.0,31587.125,0.0,5.72
25481,0.04,1548689.0,66152.0,1.0,5.16
25482,0.05,281265.0,12000.0,0.0,1.34
25483,0.14,99149.0,19448.5,0.0,0.5
25484,,0.0,0.0,1.0,0.0
25485,0.05,333294.0,12154.0,1.0,4.76
25486,0.05,409878.0,18658.0,0.0,1.64
25487,,464.0,1058.0,0.0,0.0
25488,0.45,29796.0,13300.0,0.0,0.09
25489,0.02,637174.0,22594.0,0.0,3.54
25490,0.06,363704.0,26144.0,0.0,3.31
25491,,116882.0,5393.0,0.0,5.84
25492,0.45,41281.0,17561.0,0.0,0.69
25493,1.01,49645.0,47692.0,0.0,0.16
25494,0.05,323480.0,51060.25,0.0,1.01
25495,0.05,669153.0,29645.0,0.0,6.08
25496,0.04,427145.0,17200.0,0.0,5.34
25497,0.03,577682.0,21480.0,0.0,1.16
25498,0.06,1655.0,12581.0,0.0,0.01
25499,0.21,102308.0,19422.125,0.0,1.28
25500,2.1,133385.0,30042.0,0.0,1.48
25501,0.05,806537.0,34151.125,0.0,5.76
25502,,896.0,896.0,0.0,0.0
25503,3.37,31663.0,32689.0,0.0,0.13
25504,,238.0,238.0,0.0,0.0
25505,,3700.0,0.0,1.0,0.02
25506,0.03,180742.0,7400.0,0.0,1.64
25507,0.04,529468.0,20600.0,0.0,2.52
25508,0.05,1051554.0,53420.0,0.0,2.77
25509,,1616.0,3090.0,0.0,0.01
25510,0.04,347686.0,17385.0,0.0,5.79
25511,,508850.0,20800.0,1.0,5.09
25512,0.08,112824.0,7855.0,0.0,5.64
25513,0.07,127853.0,6517.0,1.0,4.26
25514,0.06,203320.0,14282.0,0.0,4.07
25515,0.07,470419.0,25600.0,1.0,2.35
25516,1.0,2730.0,3813.0,0.0,0.01
25517,,0.0,0.0,0.0,0.0
25518,0.12,41426.0,5174.0,0.0,0.28
25519,1.84,21456.0,25833.0,0.0,0.07
25520,621.16,202151.0,51345.875,0.0,0.72
25521,,0.0,0.0,0.0,0.0
25522,1.0,33587.0,26005.0,0.0,0.08
25523,0.05,854522.0,36990.0,0.0,4.27
25524,0.05,350362.0,14200.0,0.0,5.84
25525,0.72,12354.0,3200.0,0.0,0.25
25526,27.26,78801.0,57155.75,0.0,0.22
25527,1.03,76373.0,53893.25,0.0,0.25
25528,,35659.0,11000.0,0.0,3.57
25529,0.04,9249.0,378.0,0.0,0.02
25530,0.03,1100748.0,54802.75,0.0,5.0
25531,0.09,193924.0,10600.0,1.0,1.49
25532,,0.0,0.0,0.0,0.0
25533,0.11,209997.0,12001.0,0.0,4.2
25534,0.04,1472894.0,85019.875,0.0,4.91
25535,,2741.0,2351.0,1.0,0.02
25536,9.63,110072.0,80453.0,0.0,0.31
25537,,0.0,0.0,0.0,0.0
25538,,42798.0,13309.5,0.0,0.19
25539,0.04,129355.0,9544.0,0.0,2.59
25540,0.09,96315.0,6343.0,0.0,3.21
25541,0.04,753164.0,27950.5,1.0,5.02
25542,0.11,28634.0,8168.0,0.0,0.41
25543,0.05,229785.0,13701.0,0.0,0.72
25544,,0.0,0.0,1.0,0.0
25545,0.05,667816.0,26900.0,0.0,5.57
25546,0.15,20242.0,8869.0,0.0,0.06
25547,,166109.0,6625.0,0.0,5.54
25548,0.03,195592.0,29936.5,0.0,1.3
25549,0.08,115218.0,6000.0,1.0,3.84
25550,0.03,249129.0,19721.0,0.0,1.66
25551,0.42,147408.0,40887.75,0.0,0.31
25552,0.06,1548689.0,90236.0,0.0,3.78
25553,,0.0,498.0,1.0,0.0
25554,0.04,956192.0,34914.0,0.0,2.99
25555,0.37,46541.0,30793.0,0.0,0.1
25556,0.0,343767.0,9996.0,0.0,4.91
25557,0.21,44073.0,4302.0,0.0,0.88
25558,0.1,495338.0,21300.0,0.0,4.95
25559,0.09,470867.0,32894.5,0.0,4.28
25560,0.04,771957.0,24794.0,0.0,2.76
25561,0.03,1440078.0,55316.0,0.0,2.88
25562,0.04,597838.0,36742.0,0.0,1.66
25563,0.0,6964.0,1258.0,0.0,0.04
25564,0.04,1219982.0,60548.0,0.0,2.54
25565,1.25,82569.0,55836.875,0.0,0.18
25566,0.07,473954.0,20300.0,0.0,5.92
25567,0.03,406415.0,17010.0,0.0,1.4
25568,0.06,841856.0,53444.0,0.0,1.68
25569,,40570.0,25958.0,0.0,0.2
25570,,119420.0,4400.0,1.0,0.92
25571,0.04,1497788.0,58950.0,0.0,4.16
25572,0.06,393199.0,26145.0,0.0,1.31
25573,0.06,325419.0,21226.5,1.0,4.65
25574,1.38,8499.0,8738.0,0.0,0.11
25575,0.13,153904.0,7586.0,1.0,5.13
25576,0.05,1200156.0,54196.0,0.0,4.29
25577,0.11,312918.0,19350.0,0.0,1.49
25578,0.05,353583.0,14977.0,0.0,4.42
25579,0.34,10734.0,7848.0,0.0,0.04
25580,0.12,71517.0,4971.0,1.0,0.6
25581,0.05,218293.0,11410.0,0.0,1.46
25582,,1299.0,999.0,0.0,0.01
25583,0.05,336344.0,17000.0,0.0,2.4
25584,0.23,1081232.0,59917.125,0.0,2.92
25585,,156145.0,5026.0,1.0,5.2
25586,0.05,841765.0,31711.0,0.0,5.26
25587,0.18,6600.0,4355.0,1.0,0.11
25588,0.05,1157766.0,48300.0,1.0,5.03
25589,0.07,331191.0,18000.0,0.0,4.14
25590,,6298.0,0.0,0.0,0.02
25591,0.05,718209.0,22835.0,1.0,5.52
25592,1.91,106687.0,60483.75,0.0,0.21
25593,0.04,516981.0,17509.0,0.0,1.44
25594,0.05,714324.0,30380.0,0.0,5.95
25595,0.04,448530.0,26155.0,0.0,2.99
25596,,18486.0,0.0,0.0,0.15
25597,0.14,757038.0,49744.75,0.0,3.98
25598,2.64,5831.0,5831.0,0.0,0.03
25599,0.04,192949.0,5800.0,0.0,3.86
25600,0.9,2640.0,2340.0,0.0,0.13
25601,0.51,267529.0,33328.375,0.0,2.68
25602,0.03,938828.0,43028.5,0.0,4.69
25603,0.05,673756.0,27920.0,0.0,4.21
25604,,2193.0,2139.0,0.0,0.01
25605,0.06,196072.0,7403.0,1.0,3.92
25606,,1580.0,1896.0,0.0,0.02
25607,0.0,212220.0,13340.0,0.0,0.51
25608,5.54,29168.0,17669.0,0.0,0.06
25609,,0.0,0.0,1.0,0.0
25610,,5869.0,6049.0,0.0,0.03
25611,,40420.0,0.0,0.0,0.34
25612,0.09,63507.0,5072.0,0.0,0.21
25613,0.07,202266.0,14170.125,0.0,4.05
25614,0.1,632265.0,25526.0,0.0,2.18
25615,0.05,542652.0,44051.5,0.0,2.26
25616,0.03,506952.0,21283.0,0.0,4.22
25617,0.04,745002.0,24143.0,0.0,4.97
25618,13.03,22341.0,12061.0,0.0,0.08
25619,2.59,40752.0,31039.125,0.0,0.13
25620,0.18,51586.0,4426.0,1.0,2.58
25621,0.05,393988.0,14576.0,0.0,5.63
25622,0.1,104526.0,10507.0,0.0,0.36
25623,,2608.0,1304.0,0.0,0.02
25624,,567307.0,24974.5,0.0,4.05
25625,0.04,405921.0,14934.0,0.0,1.85
25626,0.08,1118609.0,55706.5,0.0,4.66
25627,0.05,476972.0,66934.0,0.0,1.49
25628,0.06,194415.0,9870.0,1.0,3.89
25629,0.07,182739.0,21292.5,0.0,1.83
25630,0.12,93203.0,5800.0,1.0,1.33
25631,0.08,218228.0,16616.0,0.0,0.95
25632,,13612.0,9407.0,0.0,0.11
25633,0.05,1425905.0,58184.0,0.0,4.07
25634,0.05,273900.0,12000.0,1.0,3.91
25635,0.05,198753.0,9469.0,0.0,3.98
25636,1.89,12766.0,12267.0,0.0,0.09
25637,1.81,37030.0,55807.875,0.0,0.09
25638,0.06,243389.0,29382.0,0.0,0.59
25639,1.18,19978.0,19113.0,0.0,0.05
25640,0.08,138159.0,10235.0,0.0,2.76
25641,0.05,174404.0,27722.25,0.0,0.45
25642,2.2,111797.0,68283.75,0.0,0.31
25643,1.0,3415.0,2613.0,0.0,0.11
25644,,12434.0,8572.0,0.0,0.04
25645,,2657.0,1903.0,0.0,0.02
25646,0.04,227932.0,11124.0,1.0,5.7
25647,0.07,359112.0,34115.25,0.0,0.84
25648,1.29,5971.0,9900.0,1.0,0.05
25649,0.95,148391.0,62171.25,0.0,0.33
25650,0.04,494013.0,18763.0,0.0,5.49
25651,2.91,185531.0,40940.75,0.0,0.98
25652,0.36,65733.0,20927.0,0.0,0.31
25653,0.09,96267.0,5588.0,1.0,4.81
25654,,0.0,0.0,0.0,0.0
25655,,1981.0,3362.0,0.0,0.01
25656,0.05,868677.0,36549.0,0.0,3.95
25657,3.25,17456.0,19328.0,0.0,0.08
25658,0.2,2224.0,739.0,0.0,0.01
25659,0.07,99620.0,7308.0,0.0,0.28
25660,0.29,15321.0,4924.0,0.0,0.1
25661,,0.0,0.0,0.0,0.0
25662,2.29,46626.0,63100.875,0.0,0.18
25663,0.14,68502.0,8666.0,0.0,0.69
25664,0.38,179450.0,18231.875,0.0,2.56
25665,0.06,213417.0,20200.0,0.0,1.26
25666,0.04,129703.0,10304.5,0.0,3.24
25667,0.02,221286.0,7652.0,0.0,2.77
25668,0.05,175880.0,12005.0,0.0,5.86
25669,,664.0,3000.0,1.0,0.0
25670,0.08,96485.0,18639.0,0.0,0.42
25671,0.05,230185.0,10083.0,0.0,1.15
25672,2.15,63218.0,69082.0,0.0,0.16
25673,0.04,771892.0,30800.0,0.0,4.54
25674,,9241.0,4874.0,0.0,0.03
25675,0.95,12182.0,6930.625,0.0,0.41
25676,,0.0,600.0,0.0,0.0
25677,1.63,271.0,168.0,0.0,0.0
25678,0.05,1548689.0,95002.25,0.0,3.69
25679,0.06,128389.0,6760.0,1.0,4.28
25680,0.05,601997.0,25824.0,0.0,3.34
25681,0.04,1405888.0,47960.0,0.0,4.85
25682,0.13,101494.0,8500.0,0.0,5.07
25683,,28583.0,48849.125,0.0,0.06
25684,0.04,1047967.0,35056.0,0.0,3.08
25685,0.03,545891.0,21082.0,0.0,2.02
25686,,392057.0,41952.0,0.0,2.61
25687,1.23,13943.0,11974.5,0.0,0.35
25688,2.57,42419.0,39402.0,0.0,0.12
25689,0.14,831283.0,99093.0,0.0,1.66
25690,1.12,274689.0,91083.875,0.0,0.98
25691,0.03,158570.0,6300.0,0.0,3.17
25692,36.55,51314.0,67799.0,1.0,0.16
25693,1.55,146895.0,114406.75,0.0,0.41
25694,0.04,1037221.0,43400.0,0.0,3.05
25695,0.91,9798.0,8774.0,0.0,0.02
25696,0.06,221208.0,27105.75,0.0,0.82
25697,0.07,503792.0,22621.0,0.0,4.2
25698,2.64,6761.0,6574.0,0.0,0.05
25699,0.92,36985.0,35911.0,0.0,0.18
25700,0.07,141095.0,13947.125,0.0,2.82
25701,0.05,216686.0,58769.0,0.0,0.98
25702,0.02,161263.0,7618.0,0.0,2.02
25703,6.09,4624.0,4225.0,0.0,0.02
25704,,8425.0,8426.5,0.0,0.42
25705,,3168.0,1980.0,1.0,0.01
25706,0.05,707124.0,33000.0,0.0,1.64
25707,1.1,135675.0,108343.125,0.0,0.38
25708,0.67,63863.0,54767.875,0.0,0.13
25709,,254363.0,12074.5,0.0,5.09
25710,0.04,248703.0,9156.0,0.0,4.97
25711,,597.0,1190.0,0.0,0.0
25712,0.41,38311.0,5824.0,0.0,3.83
25713,,23085.0,29807.0,0.0,0.1
25714,0.05,602529.0,27326.125,1.0,5.48
25715,0.04,1534688.0,61800.0,0.0,5.29
25716,0.05,344074.0,20456.0,0.0,3.13
25717,,8360.0,7192.5,0.0,0.07
25718,0.04,481501.0,17872.0,0.0,3.44
25719,0.03,838786.0,41791.0,0.0,1.68
25720,0.78,10694.0,8081.0,0.0,0.03
25721,,1170.0,780.0,1.0,0.0
25722,0.25,46654.0,35272.0,1.0,0.21
25723,0.03,754912.0,24756.0,0.0,3.59
25724,,2065.0,1246.0,0.0,0.01
25725,0.09,105869.0,7043.0,0.0,2.12
25726,0.04,330447.0,20899.0,1.0,1.1
25727,0.5,29194.0,28928.0,1.0,0.18
25728,0.03,1548689.0,54875.75,1.0,4.84
25729,0.04,968320.0,38200.0,0.0,3.46
25730,0.05,271858.0,16250.0,0.0,0.94
25731,0.16,118790.0,6446.0,0.0,5.94
25732,0.0,342822.0,23820.125,0.0,4.29
25733,,0.0,0.0,0.0,0.0
25734,5.91,6840.0,5850.0,0.0,0.03
25735,1.47,51886.0,47933.5,0.0,0.26
25736,0.06,676382.0,31902.0,0.0,5.2
25737,,158096.0,8700.0,1.0,5.27
25738,2.01,13799.0,15650.0,0.0,0.23
25739,0.06,559761.0,28500.0,1.0,3.11
25740,0.04,287368.0,11855.0,1.0,3.19
25741,0.79,152856.0,91173.875,0.0,0.36
25742,0.07,173052.0,7600.0,1.0,5.77
25743,0.04,995284.0,38123.0,1.0,5.24
25744,0.05,1121447.0,43500.0,1.0,4.67
25745,,4693.0,3380.0,0.0,0.02
25746,0.45,275687.0,35095.0,0.0,1.15
25747,,7480.0,8976.0,0.0,0.05
25748,0.09,538290.0,25401.0,0.0,4.89
25749,0.57,58028.0,48875.0,0.0,0.16
25750,0.05,679006.0,28079.0,1.0,5.22
25751,1.58,18677.0,9750.625,1.0,0.62
25752,1.13,81242.0,40839.0,0.0,0.22
25753,0.0,495486.0,13515.0,0.0,4.13
25754,,1517.0,1517.0,0.0,0.02
25755,,41226.0,11326.5,0.0,0.52
25756,0.04,530682.0,20136.0,0.0,4.42
25757,0.02,669449.0,21354.0,0.0,2.31
25758,0.03,746520.0,26030.0,0.0,4.98
25759,0.03,1279645.0,49000.0,0.0,4.74
25760,0.17,98590.0,18962.5,0.0,4.93
25761,,434.0,438.0,1.0,0.0
25762,13.0,23763.0,31931.0,0.0,0.07
25763,0.06,535905.0,64415.0,0.0,2.06
25764,,2500.0,0.0,1.0,0.01
25765,0.04,1498480.0,55276.0,0.0,4.16
25766,1.0,5946.0,5771.0,0.0,0.03
25767,0.08,968109.0,62650.0,0.0,2.93
25768,0.05,272650.0,18922.5,1.0,3.03
25769,0.06,672749.0,30802.0,0.0,2.8
25770,0.42,55682.0,51088.0,0.0,0.2
25771,0.81,84876.0,67360.0,0.0,0.24
25772,0.28,249217.0,121174.25,1.0,0.71
25773,0.19,373197.0,47677.0,0.0,0.89
25774,0.04,1366738.0,47250.0,0.0,4.88
25775,0.04,361615.0,16263.0,0.0,5.17
25776,0.04,612180.0,23058.0,0.0,4.37
25777,0.05,287831.0,12600.0,0.0,4.8
25778,0.1,550625.0,26792.5,0.0,5.01
25779,,17211.0,21249.0,0.0,0.06
25780,0.02,196474.0,6100.0,0.0,2.46
25781,,10701.0,0.0,0.0,0.05
25782,4.88,8544.0,6374.0,0.0,0.02
25783,0.03,718391.0,27540.0,0.0,5.13
25784,0.77,66542.0,33909.75,0.0,0.44
25785,0.02,336724.0,15106.5,0.0,4.21
25786,1.31,23056.0,32564.0,0.0,0.12
25787,,0.0,0.0,1.0,0.0
25788,0.08,282349.0,12857.0,0.0,1.76
25789,0.41,19681.0,12433.0,0.0,0.1
25790,0.9,25067.0,25143.0,0.0,0.17
25791,1.0,2340.0,2340.0,0.0,0.05
25792,0.04,916277.0,29137.0,0.0,2.55
25793,0.25,290923.0,131824.0,0.0,0.58
25794,0.03,883592.0,40858.5,0.0,4.02
25795,0.72,21172.0,21048.0,0.0,0.1
25796,0.04,480342.0,18145.0,0.0,6.0
25797,1.0,18000.0,18000.0,0.0,0.09
25798,0.01,237138.0,10500.0,1.0,2.37
25799,,1150.0,1150.0,1.0,0.0
25800,,93843.0,45913.0,0.0,0.31
25801,,1170.0,3852.0,0.0,0.01
25802,0.03,252891.0,10884.5,0.0,5.06
25803,0.05,6982.0,1846.0,0.0,0.05
25804,0.08,406596.0,19700.0,0.0,5.81
25805,0.05,422019.0,22622.125,0.0,5.28
25806,,1050.0,1257.0,0.0,0.01
25807,0.03,333720.0,20040.0,0.0,2.22
25808,1.0,113507.0,25348.25,0.0,0.33
25809,,166429.0,6932.0,0.0,0.79
25810,0.03,86545.0,16663.5,0.0,0.36
25811,24.49,261040.0,31838.125,0.0,1.04
25812,0.42,48055.0,32013.0,0.0,0.24
25813,0.06,247795.0,14537.0,0.0,4.96
25814,0.11,87180.0,74013.25,0.0,0.19
25815,0.13,58582.0,11673.0,0.0,0.29
25816,0.03,504868.0,17602.0,1.0,1.44
25817,0.09,2598.0,221.0,0.0,0.01
25818,0.07,1548689.0,122485.25,1.0,2.92
25819,0.02,206948.0,7504.0,0.0,3.45
25820,1.13,7084.0,4176.0,0.0,0.03
25821,0.1,990021.0,45533.5,0.0,4.71
25822,,6887.0,1018.0,1.0,0.03
25823,0.04,1352866.0,54284.0,0.0,3.22
25824,0.15,8413.0,5839.0,0.0,0.11
25825,,6832.0,0.0,0.0,0.04
25826,0.17,173225.0,36274.375,0.0,2.17
25827,0.02,289056.0,20400.0,0.0,0.57
25828,0.04,385922.0,14312.0,0.0,3.51
25829,0.14,20554.0,1400.0,1.0,2.06
25830,,329.0,332.0,0.0,0.0
25831,,298634.0,9712.0,1.0,4.98
25832,0.04,1017237.0,38300.0,0.0,5.09
25833,0.42,38804.0,25260.0,0.0,0.17
25834,,29033.0,31203.75,0.0,0.06
25835,0.05,233477.0,6695.0,1.0,4.67
25836,0.04,896246.0,31494.0,0.0,3.2
25837,0.05,643902.0,28302.0,0.0,3.79
25838,,304297.0,19036.5,1.0,5.07
25839,,164.0,160.0,1.0,0.0
25840,0.09,376521.0,13500.0,1.0,5.38
25841,0.54,127191.0,99136.0,0.0,0.42
25842,0.13,260715.0,18615.0,0.0,0.79
25843,0.05,513716.0,26000.0,0.0,2.57
25844,0.07,681357.0,29396.0,0.0,4.01
25845,,0.0,0.0,1.0,0.0
25846,1.0,2496.0,2652.0,1.0,0.01
25847,0.05,411645.0,17701.0,0.0,5.15
25848,3.61,71382.0,48406.0,0.0,0.22
25849,0.06,923231.0,57022.0,0.0,4.01
25850,1.0,43742.0,15469.0,0.0,0.55
25851,,0.0,0.0,1.0,0.0
25852,,521812.0,19682.5,1.0,5.22
25853,1.89,20950.0,22828.0,0.0,0.06
25854,0.97,27010.0,24715.0,0.0,0.14
25855,0.49,23883.0,20050.0,0.0,0.18
25856,0.05,177703.0,8062.0,0.0,3.55
25857,0.04,432037.0,20094.0,0.0,1.44
25858,0.04,775213.0,76120.0,0.0,1.55
25859,1.0,4259.0,4259.0,1.0,0.03
25860,0.1,82357.0,5235.0,0.0,4.12
25861,,189482.0,110262.25,0.0,0.7
25862,0.02,1143885.0,22518.0,0.0,7.63
25863,,314600.0,13391.5,0.0,4.49
25864,0.05,184724.0,8060.0,0.0,1.54
25865,0.1,100672.0,5658.0,0.0,5.03
25866,0.05,885157.0,44688.0,0.0,3.4
25867,,6371.0,14770.0,0.0,0.04
25868,0.04,136297.0,8926.0,0.0,2.73
25869,,590.0,590.0,0.0,0.0
25870,,1548689.0,14000.0,1.0,3.04
25871,1.07,100160.0,40593.0,0.0,0.4
25872,2.0,64320.0,45027.625,0.0,0.8
25873,1.88,48765.0,51947.25,0.0,0.27
25874,,58574.0,4000.0,1.0,0.98
25875,0.04,821115.0,34200.0,1.0,4.83
25876,0.16,480336.0,81322.5,0.0,2.4
25877,0.29,130517.0,53178.75,1.0,0.62
25878,0.07,386041.0,43757.5,0.0,1.93
25879,0.05,445287.0,18200.0,1.0,2.23
25880,0.54,98412.0,21251.0,0.0,0.49
25881,0.11,170437.0,36210.75,0.0,0.71
25882,0.14,8641.0,4889.0,0.0,0.02
25883,0.04,424839.0,14300.0,0.0,5.31
25884,0.04,966570.0,36400.0,0.0,2.25
25885,0.2,106106.0,6700.0,1.0,3.54
25886,0.04,1518397.0,54273.0,0.0,5.24
25887,,81118.0,11287.0,1.0,2.03
25888,0.05,472050.0,17414.0,0.0,2.78
25889,0.62,75125.0,34432.875,0.0,0.58
25890,0.43,29211.0,18015.0,0.0,0.08
25891,,2643.0,2377.0,0.0,0.01
25892,1.0,2376.0,2376.0,0.0,0.01
25893,0.07,190100.0,20000.0,0.0,0.91
25894,,5215.0,5885.0,0.0,0.02
25895,,94551.0,39969.25,0.0,0.47
25896,0.21,1197139.0,111994.875,0.0,3.52
25897,,3135.0,0.0,0.0,0.02
25898,0.06,1548689.0,64511.0,1.0,4.3
25899,0.03,442062.0,15428.0,0.0,4.91
25900,0.11,210679.0,15529.0,0.0,5.27
25901,0.03,1050082.0,31128.0,0.0,2.1
25902,0.04,1276747.0,42569.0,0.0,5.32
25903,0.99,13600.0,17554.0,0.0,0.03
25904,0.05,186718.0,14813.0,0.0,3.73
25905,0.08,955116.0,35389.0,1.0,5.31
25906,0.06,156422.0,9453.0,0.0,5.21
25907,0.05,239811.0,9131.0,0.0,4.0
25908,0.13,54726.0,7072.0,0.0,0.36
25909,,5988.0,0.0,0.0,0.07
25910,,11513.0,11706.0,0.0,0.04
25911,,45486.0,11752.0,0.0,0.21
25912,0.57,17170.0,18604.625,0.0,0.34
25913,,206887.0,7252.0,0.0,2.59
25914,3.41,307823.0,124643.125,0.0,0.77
25915,,0.0,698.0,0.0,0.0
25916,0.05,1188743.0,45455.0,0.0,4.75
25917,,1800.0,0.0,0.0,0.02
25918,0.14,55514.0,18119.0,0.0,0.19
25919,0.49,79055.0,41075.0,0.0,0.16
25920,,1000.0,0.0,0.0,0.0
25921,0.89,389399.0,23667.5,0.0,1.62
25922,0.92,10228.0,8396.0,1.0,0.34
25923,,0.0,0.0,0.0,0.0
25924,0.76,7879.0,9700.0,1.0,0.13
25925,0.09,67174.0,5374.0,0.0,1.12
25926,,54033.0,17059.25,0.0,0.23
25927,0.04,1030529.0,38308.0,0.0,3.55
25928,2.41,131008.0,54938.875,0.0,0.3
25929,,0.0,0.0,1.0,0.0
25930,,959.0,959.0,0.0,0.01
25931,0.04,1185601.0,47000.0,0.0,5.65
25932,0.03,502065.0,16009.0,0.0,1.29
25933,0.0,262061.0,50796.0,0.0,0.82
25934,0.14,165039.0,8500.0,1.0,3.3
25935,,267406.0,16950.0,0.0,2.67
25936,,7380.0,8035.0,0.0,0.03
25937,,36150.0,19815.25,0.0,0.14
25938,0.04,490310.0,21787.0,0.0,4.9
25939,0.14,108302.0,40326.0,0.0,0.32
25940,0.02,302932.0,15409.0,0.0,2.02
25941,0.15,38679.0,11323.0,0.0,0.11
25942,0.05,152422.0,21967.75,0.0,0.73
25943,0.65,4706.0,4326.0,0.0,0.02
25944,0.1,65332.0,6616.0,0.0,0.21
25945,2.38,6292.0,5472.0,0.0,0.02
25946,,2235.0,4127.0,0.0,0.01
25947,0.93,104823.0,28951.0,0.0,0.32
25948,4.74,21937.0,19622.0,0.0,0.05
25949,0.17,83820.0,25321.0,0.0,0.19
25950,5.22,775031.0,30166.5,0.0,5.17
25951,1.0,228025.0,34029.0,0.0,0.56
25952,0.04,279113.0,12009.0,0.0,3.1
25953,0.34,97994.0,88957.0,0.0,0.35
25954,0.76,46394.0,53496.0,0.0,0.31
25955,,8449.0,6075.0,0.0,0.04
25956,0.08,48189.0,5645.0,0.0,0.32
25957,,727216.0,22123.0,0.0,5.19
25958,0.04,125914.0,24103.875,0.0,0.48
25959,0.05,765587.0,30674.0,0.0,4.78
25960,0.04,583107.0,24370.0,0.0,1.88
25961,2.0,2730.0,4719.0,1.0,0.03
25962,0.04,870855.0,36264.0,0.0,5.81
25963,0.08,137215.0,8311.0,0.0,0.42
25964,2.47,15441.0,16669.0,0.0,0.09
25965,0.47,68720.0,10691.0,1.0,0.57
25966,0.78,24777.0,26730.0,0.0,0.17
25967,0.04,417955.0,16179.0,0.0,2.09
25968,,20675.0,16995.0,0.0,0.12
25969,0.09,276970.0,13030.625,0.0,5.54
25970,1.0,1734.0,1734.0,0.0,0.02
25971,1.0,23363.0,18094.625,0.0,1.17
25972,0.04,1548689.0,68766.0,0.0,4.3
25973,,0.0,0.0,1.0,0.0
25974,0.1,150206.0,16387.625,0.0,3.0
25975,0.15,420397.0,11151.875,0.0,6.01
25976,0.03,1235454.0,37725.0,0.0,4.12
25977,0.11,104133.0,8101.0,1.0,5.21
25978,,2540.0,3651.0,1.0,0.01
25979,0.04,846239.0,35566.0,0.0,4.7
25980,,247821.0,34580.75,0.0,1.24
25981,,9853.0,10961.0,0.0,0.03
25982,0.05,436403.0,17645.0,0.0,2.42
25983,0.05,272496.0,12400.0,0.0,4.54
25984,0.18,201794.0,42025.0,0.0,0.56
25985,0.17,142432.0,9974.125,1.0,4.75
25986,0.05,664619.0,27739.0,0.0,5.11
25987,,9809.0,6917.0,0.0,0.12
25988,0.04,257450.0,16780.0,0.0,1.12
25989,0.61,31607.0,15383.0,0.0,0.15
25990,0.05,448785.0,34620.0,0.0,1.66
25991,0.04,1069590.0,46500.0,0.0,3.82
25992,0.05,182751.0,8002.0,0.0,3.66
25993,,5545.0,5560.0,0.0,0.02
25994,,924.0,21937.875,0.0,0.0
25995,2.57,57713.0,36077.25,0.0,0.25
25996,0.04,398639.0,16269.0,1.0,4.98
25997,0.21,14563.0,13833.0,0.0,0.07
25998,0.04,877929.0,33033.0,0.0,4.39
25999,0.08,135455.0,7660.625,0.0,2.71
26000,0.2,41458.0,4514.0,0.0,2.07
26001,0.05,70313.0,4700.0,0.0,1.41
26002,0.5,3328.0,2080.0,1.0,0.03
26003,0.8,483328.0,33604.125,0.0,1.73
26004,0.61,29614.0,20946.0,0.0,0.19
26005,2.91,67099.0,49495.0,1.0,0.21
26006,0.01,4794.0,5396.0,1.0,0.02
26007,0.02,176953.0,25851.875,1.0,0.59
26008,0.03,509521.0,20242.625,0.0,5.1
26009,,1884.0,0.0,0.0,0.02
26010,0.36,137881.0,18664.0,0.0,1.25
26011,0.07,103473.0,61605.75,0.0,0.26
26012,0.25,85679.0,9004.625,0.0,4.28
26013,,73877.0,3500.0,1.0,1.48
26014,0.06,1464565.0,71410.0,0.0,4.72
26015,0.05,445382.0,19305.0,0.0,5.57
26016,0.04,619371.0,24066.0,0.0,5.16
26017,0.04,40097.0,29150.0,0.0,0.2
26018,0.02,15954.0,6724.0,0.0,0.16
26019,0.05,1097057.0,57218.75,0.0,5.22
26020,0.33,29722.0,14986.5,0.0,0.5
26021,3.1,9058.0,15051.125,0.0,0.07
26022,8.34,77394.0,22254.5,0.0,0.52
26023,0.0,1054860.0,31570.0,0.0,4.79
26024,0.04,608559.0,30522.125,0.0,4.35
26025,0.04,317167.0,13247.0,0.0,6.34
26026,1.76,29227.0,18800.0,0.0,0.32
26027,0.07,149480.0,18790.0,0.0,0.3
26028,1.0,2340.0,2340.0,1.0,0.01
26029,0.37,308373.0,102703.875,0.0,1.19
26030,,122443.0,9626.5,1.0,0.94
26031,0.6,28677.0,22543.5,0.0,0.14
